Symbol	Name_1	Name_2	Currency	Type	Exchange	Employees
272791	"UDR, Inc."	UDR	USD	SHARE	NYS	"1,229.0"
291011	UGI Corporation	UGI Corp	USD	SHARE	NYS	"5,800.0"
B28TS4	Ulta Beauty Inc	Ulta Beauty	USD	SHARE	NAS	"40,500.0"
B0FHTN	Ultrapar Participacoes S.A.	Ultrapar Participacoes	BRL	SHARE	BSP	"16,422.0"
B01GZF	UltraTech Cement Limited	UltraTech Cement	INR	SHARE	BOM	"62,709.0"
BF4446	Umicore	Umicore	EUR	SHARE	BRU	"11,050.0"
B29MKF	Uni-President China Holdings Ltd.	Uni-President China Hldgs	HKD	SHARE	HKG	"32,765.0"
670039	Uni-President Enterprises Corp.	Uni-President Enterprises	TWD	SHARE	TAI	#N/A
BFYM46	Unibail-Rodamco-Westfield SE Stapled Secs Cons of 1 Sh Unibail Rodamco + 1 Sh WFD Unib Rod	Unib-Rodam-West Uts	EUR	UNIT	AMS	#N/A
691148	Unicharm Corporation	Unicharm	JPY	SHARE	TKS	"16,308.0"
BYMXPS	UniCredit S.p.A.	UniCredit	EUR	SHARE	MIL	"87,165.0"
B10RZP	Unilever PLC	Unilever	GBP	SHARE	LON	"148,000.0"
613772	Unimicron Technology Corp.	Unimicron Technology	TWD	SHARE	TAI	"29,134.0"
291473	Union Pacific Corporation	Union Pacific	USD	SHARE	NYS	"29,905.0"
BZ6CZ4	Uniper SE	Uniper	EUR	SHARE	ETR	"11,494.0"
435413	United Internet AG	United Internet	EUR	SHARE	ETR	"9,975.0"
691662	United Microelectronics Corp.	United Microelectronics	TWD	SHARE	TAI	#N/A
691678	United Overseas Bank Ltd. (Singapore)	United Overseas Bank	SGD	SHARE	SES	"24,346.0"
251738	"United Parcel Service, Inc. Class B"	United Parcel Service B	USD	SHARE	NYS	"534,000.0"
213478	"United Rentals, Inc."	United Rentals	USD	SHARE	NYS	"20,400.0"
BYWFSB	United Spirits Limited	United Spirits	INR	SHARE	BOM	"3,261.0"
B39J2M	United Utilities Group PLC	United Utilities Group	GBP	SHARE	LON	"5,696.0"
291776	UnitedHealth Group Incorporated	UnitedHealth Group	USD	SHARE	NYS	"350,000.0"
BLFDXH	"Unity Software, Inc."	Unity Software	USD	SHARE	NYS	"5,245.0"
292378	"Universal Health Services, Inc. Class B"	Universal Health Services B	USD	SHARE	NYS	"89,400.0"
BNZGVV	Universal Music Group N.V.	Universal Music Group	EUR	SHARE	AMS	"9,505.0"
691951	Universal Robina Corp.	URC	PHP	SHARE	PHS	"13,894.0"
691684	UOL Group Limited	UOL Group	SGD	SHARE	SES	"1,500.0"
B0L0W3	UPL Limited	UPL	INR	SHARE	BOM	"13,600.0"
505125	UPM-Kymmene Oyj	UPM-Kymmene	EUR	SHARE	HEL	"16,966.0"
BL53QN	"Upstart Holdings, Inc."	Upstart Hldgs	USD	SHARE	NAS	"1,497.0"
617149	"USS Co., Ltd."	USS	JPY	SHARE	TKS	"1,109.0"
292868	V.F. Corporation	VF	USD	SHARE	NYS	"40,000.0"
295419	"Vail Resorts, Inc."	Vail Resorts	USD	SHARE	NYS	"46,500.0"
219628	Vale S.A.	Vale	BRL	SHARE	BSP	"72,266.0"
BDC5ST	Valeo SE	Valeo	EUR	SHARE	PAR	"103,300.0"
204136	Valero Energy Corporation	Valero Energy	USD	SHARE	NYS	"9,813.0"
610967	Vanguard International Semiconductor Corp	Vanguard International Semiconductor	TWD	SHARE	ROCO	#N/A
BYZWMR	VAT Group AG	VAT Group	CHF	SHARE	SWX	"2,540.0"
613604	Vedanta Limited	Vedanta	INR	SHARE	BOM	"70,089.0"
BFH3N8	Veeva Systems Inc Class A	Veeva Systems A	USD	SHARE	NYS	"5,482.0"
292792	"Ventas, Inc."	Ventas	USD	SHARE	NYS	434.0
692737	Venture Corporation Limited	Venture	SGD	SHARE	SES	"12,000.0"
BL6V04	"Venus Medtech (Hangzhou), Inc. Class H"	Venus Medtech H	HKD	SHARE	HKG	905.0
403187	Veolia Environnement SA	Veolia Environnement	EUR	SHARE	PAR	"176,488.0"
466160	VERBUND AG Class A	VERBUND A	EUR	SHARE	WBO	"3,497.0"
214292	"VeriSign, Inc."	VeriSign	USD	SHARE	NAS	904.0
B4P9W9	Verisk Analytics Inc	Verisk Analytics	USD	SHARE	NAS	"9,367.0"
209057	Verizon Communications Inc.	Verizon Communications	USD	SHARE	NYS	"118,400.0"
293103	Vertex Pharmaceuticals Incorporated	Vertex Pharmaceuticals	USD	SHARE	NAS	"3,900.0"
BN4MYF	Vestas Wind Systems A/S	Vestas Wind Systems	DKK	SHARE	CSE	"29,427.0"
BMWS3X	"Viatris, Inc."	Viatris	USD	SHARE	NAS	"37,000.0"
BPBLV8	Vibra Energia SA	Vibra Energia	BRL	SHARE	BSP	"3,380.0"
BYWH07	VICI Properties Inc	VICI Properties	USD	SHARE	NYS	152.0
BY7QXS	Vicinity Centres	Vicinity Centres	AUD	SHARE	ASX	#N/A
B1XH02	VINCI SA	VINCI	EUR	SHARE	PAR	#N/A
B1Z764	Vinda International Holdings Limited	Vinda International Holdings	HKD	SHARE	HKG	"11,679.0"
B3N0H1	Vipshop Holdings Ltd Sponsored ADR	Vipshop Holdings ADR	USD	ADR	NYS	"8,013.0"
B2PZN0	Visa Inc. Class A	Visa A	USD	SHARE	NYS	"21,500.0"
BZ8VJQ	Vistra Corp.	Vistra	USD	SHARE	NYS	"5,060.0"
483477	Vivendi SE	Vivendi	EUR	SHARE	PAR	#N/A
B23SN6	"VMware, Inc. Class A"	VMware A	USD	SHARE	NYS	"37,500.0"
B65B4D	Vodacom Group Limited	Vodacom Group	ZAR	SHARE	JSE	"7,875.0"
BH4HKS	Vodafone Group Plc	Vodafone Group	GBP	SHARE	LON	"105,000.0"
494340	voestalpine AG	voestalpine	EUR	SHARE	WBO	"47,357.0"
549716	Volkswagen AG Pref	Volkswagen Vz	EUR	PREFEQ	ETR	"672,789.0"
B96HCH	Voltronic Power Technology Corp.	Voltronic Power Tech	TWD	SHARE	TAI	#N/A
B1QH83	Volvo AB Class B	Volvo B	SEK	SHARE	OME	"95,850.0"
BBJPFY	Vonovia SE	Vonovia	EUR	SHARE	ETR	"15,871.0"
293363	Vornado Realty Trust	Vornado Realty Trust	USD	SHARE	NYS	"3,224.0"
293120	Vulcan Materials Company	Vulcan Materials	USD	SHARE	NYS	"11,437.0"
B826YT	W. P. Carey Inc.	WP Carey	USD	SHARE	NYS	183.0
209364	W. R. Berkley Corporation	W. R. Berkley	USD	SHARE	NYS	"7,681.0"
238086	"W.W. Grainger, Inc."	WW Grainger	USD	SHARE	NYS	"24,200.0"
BW1YVH	Wal-Mart de Mexico SAB de CV	Wal-Mart de Mexico	MXN	SHARE	MEX	"231,259.0"
BTN1Y4	Walgreens Boots Alliance Inc	Walgreens Boots Alliance	USD	SHARE	NAS	"315,000.0"
293692	Walmart Inc.	Walmart	USD	SHARE	NYS	"2,300,000.0"
227072	Walt Disney Company	Walt Disney	USD	SHARE	NYS	"190,000.0"
693233	Wan Hai Lines Ltd.	Wan Hai Lines	TWD	SHARE	TAI	#N/A
B2Q14Z	Want Want China Holdings Limited	Want Want China Holdings	HKD	SHARE	HKG	"39,132.0"
BM8JYX	"Warner Bros. Discovery, Inc. Series A"	Warner Bros. Discovery A	USD	SHARE	NAS	"11,000.0"
452518	Wartsila Oyj Abp	Wartsila	EUR	SHARE	HEL	"17,305.0"
682180	Washington H. Soul Pattinson and Co. Ltd.	Washington H Soul Pattins	AUD	SHARE	ASX	#N/A
293766	"Waste Management, Inc."	Waste Management	USD	SHARE	NYS	"48,500.0"
293768	Waters Corporation	Waters	USD	SHARE	NYS	"7,800.0"
BQXZP6	"Wayfair, Inc. Class A"	Wayfair A	USD	SHARE	NYS	"16,681.0"
294514	Webster Financial Corporation	Webster Finl	USD	SHARE	NYS	"3,245.0"
BYY8XK	WEC Energy Group Inc	WEC Energy Group	USD	SHARE	NYS	"6,938.0"
294542	WEG S.A.	WEG	BRL	SHARE	BSP	"36,987.0"
674395	"Weichai Power Co., Ltd. Class H"	Weichai Power H	HKD	SHARE	HKG	"42,953.0"
BGHWHF	"Weimob, Inc."	Weimob	HKD	SHARE	HKG	"8,562.0"
B3CF1G	"Welcia Holdings Co., Ltd."	Welcia	JPY	SHARE	TKS	"11,708.0"
264910	Wells Fargo & Company	Wells Fargo	USD	SHARE	NYS	"247,848.0"
BYVYHH	Welltower Inc	Welltower	USD	SHARE	NYS	464.0
739011	Wendel SE	Wendel	EUR	SHARE	PAR	#N/A
694883	Wesfarmers Limited	Wesfarmers	AUD	SHARE	ASX	"114,000.0"
295109	West Fraser Timber Co. Ltd.	West Fraser Timber	CAD	SHARE	TSE	"11,000.0"
695799	West Japan Railway Company	West Japan Railway	JPY	SHARE	TKS	"47,984.0"
295048	"West Pharmaceutical Services, Inc."	West Pharmaceutical	USD	SHARE	NYS	"10,065.0"
295469	Western Digital Corporation	Western Digital	USD	SHARE	NAS	"65,600.0"
B1F76F	Western Union Company	Western Union	USD	SHARE	NYS	"10,500.0"
295573	Westinghouse Air Brake Technologies Corporation	Wabtec	USD	SHARE	NYS	"25,000.0"
607614	Westpac Banking Corporation	Westpac Banking	AUD	SHARE	ASX	"40,143.0"
BDFM1K	Westports Holdings Bhd.	Westports	MYR	SHARE	KLS	"5,797.0"
BYR091	WestRock Company	WestRock	USD	SHARE	NYS	"49,900.0"
295893	Weyerhaeuser Company	Weyerhaeuser	USD	SHARE	NYS	"9,214.0"
BLLHKZ	WH Group Ltd. (HK)	WH Group	HKD	SHARE	HKG	"107,000.0"
643557	Wharf (Holdings) Ltd.	Wharf Holdings	HKD	SHARE	HKG	"6,200.0"
BF0GWS	Wharf Real Estate Investment Co. Ltd.	Wharf Real Estate	HKD	SHARE	HKG	"2,900.0"
BF13KN	Wheaton Precious Metals Corp	Wheaton Precious Metals	CAD	SHARE	TSE	44.0
296038	Whirlpool Corporation	Whirlpool	USD	SHARE	NYS	"69,000.0"
B1KJJ4	Whitbread PLC	Whitbread	GBP	SHARE	LON	"28,392.0"
296718	"Williams Companies, Inc."	Williams Cos	USD	SHARE	NYS	"4,783.0"
BDB6Q2	Willis Towers Watson Public Limited Company	Willis Towers Watson	USD	SHARE	NAS	"44,200.0"
B17KC6	Wilmar International Limited	Wilmar International	SGD	SHARE	SES	"100,000.0"
B56LHP	Win Semiconductors Corp.	Win Semiconductors	TWD	SHARE	ROCO	#N/A
696651	Winbond Electronics Corp.	Winbond Electronics	TWD	SHARE	TAI	#N/A
620605	Wipro Limited	Wipro	INR	SHARE	BOM	"45,416.0"
BZ8GX8	Wisetech Global Ltd.	WiseTech Glob	AUD	SHARE	ASX	"1,800.0"
BF4QXG	Wiwynn Corp.	Wiwynn	TWD	SHARE	TAI	#N/A
BFZCHN	Wix.com Ltd.	Wix com	USD	SHARE	NAS	"5,929.0"
567151	Wolters Kluwer NV	Wolters Kluwer	EUR	SHARE	AMS	"19,454.0"
697972	Woodside Petroleum Ltd	Woodside Petroleum	AUD	SHARE	ASX	"3,684.0"
698123	Woolworths Group Ltd	Woolworths Group	AUD	SHARE	ASX	"210,067.0"
B06KZ9	Woolworths Holdings Limited	Woolworths Holdings	ZAR	SHARE	JSE	#N/A
BGHWH9	"Woori Financial Group, Inc."	Woori Financial Group	KRW	SHARE	KRX	#N/A
B8K6ZD	"Workday, Inc. Class A"	Workday A	USD	SHARE	NAS	"15,200.0"
BNFWR4	Worldline SA	Worldline	EUR	SHARE	PAR	"17,078.0"
B0P6L8	WPG Holding Co Ltd	WPG Holding	TWD	SHARE	TAI	#N/A
B8KF9B	WPP Plc	WPP Plc	GBP	SHARE	LON	"109,382.0"
BHR3R2	WSP Global Inc.	WSP Global	CAD	SHARE	TSE	"55,000.0"
BGHH0L	"WuXi AppTec Co., Ltd. Class H"	WuXi AppTec Co H	HKD	SHARE	HKG	"34,912.0"
BL6B9P	Wuxi Biologics (Cayman) Inc.	Wuxi Biologics	HKD	SHARE	HKG	"9,864.0"
296381	"Wynn Resorts, Limited"	Wynn Resorts	USD	SHARE	NAS	"26,950.0"
261480	Xcel Energy Inc.	Xcel Energy	USD	SHARE	NAS	"11,321.0"
B8P4LP	Xero Limited	Xero	AUD	SHARE	ASX	"4,784.0"
BG0ZMJ	Xiaomi Corp. Class B	Xiaomi B	HKD	SHARE	HKG	"33,427.0"
B59GZJ	"Xinjiang Goldwind Science & Technology Co., Ltd. Class H"	Xinjiang Goldwind Science & Technology H	HKD	SHARE	HKG	"10,781.0"
B05NXN	Xinyi Glass Holdings Limited	Xinyi Glass Holdings	HKD	SHARE	HKG	"14,706.0"
BGQYNN	Xinyi Solar Holdings Ltd.	Xinyi Solar Holdings	HKD	SHARE	HKG	"7,072.0"
B3P2CN	Xylem Inc.	Xylem	USD	SHARE	NYS	"17,300.0"
BZ04KX	Yadea Group Holdings Ltd.	Yadea Group Holdings	HKD	SHARE	HKG	"9,174.0"
698438	Yageo Corporation	Yageo	TWD	SHARE	TAI	#N/A
698511	"Yakult Honsha Co., Ltd."	Yakult Honsha	JPY	SHARE	TKS	"28,798.0"
664238	Yamaha Corporation	Yamaha	JPY	SHARE	TKS	"20,021.0"
698526	"Yamaha Motor Co., Ltd."	Yamaha Motor	JPY	SHARE	TKS	"51,249.0"
698556	"Yamato Holdings Co., Ltd."	Yamato Holdings	JPY	SHARE	TKS	"223,191.0"
B128CF	Yanbu National Petrochemical Co.	Yanbu Natl Petrochemical	SAR	SHARE	SAU	#N/A
698758	Yang Ming Marine Transport Corp.	Yang Ming Marine Trans	TWD	SHARE	TAI	#N/A
610989	Yankuang Energy Group Company Limited Class H	Yankuang Energy Group H	HKD	SHARE	HKG	"61,864.0"
775125	Yara International ASA	Yara International	NOK	SHARE	OSL	"17,000.0"
698604	Yaskawa Electric Corporation	Yaskawa Electric	JPY	SHARE	TKS	"12,925.0"
BL6CR2	Yes Bank Limited	YES BANK	INR	SHARE	BOM	"22,270.0"
BD9GZX	Yihai International Holding Ltd.	Yihai International Hldg	HKD	SHARE	HKG	"2,499.0"
698642	Yokogawa Electric Corp.	Yokogawa Electric	JPY	SHARE	TKS	"17,715.0"
642411	Yuanta Financial Holding Co. Ltd.	Yuanta Financial Holding	TWD	SHARE	TAI	"14,442.0"
BNR5PB	"Yuexiu Property Co., Ltd."	Yuexiu Property	HKD	SHARE	HKG	"16,320.0"
698833	Yuhan Corporation	Yuhan	KRW	SHARE	KRX	"1,878.0"
BYW428	"Yum China Holdings, Inc."	Yum China Holdings	USD	SHARE	NYS	"450,000.0"
209887	"Yum! Brands, Inc."	Yum! Brands	USD	SHARE	NYS	"36,000.0"
608484	Z Holdings Corporation	Z Holdings	JPY	SHARE	TKS	"22,531.0"
BQV0SV	Zalando SE	Zalando	EUR	SHARE	ETR	"17,043.0"
298935	Zebra Technologies Corporation Class A	Zebra Technologies A	USD	SHARE	NAS	"9,800.0"
BMH0MR	"Zendesk, Inc."	Zendesk	USD	SHARE	NYS	"5,860.0"
699076	Zhejiang Expressway Co. Ltd. Class H	Zhejiang Expressway H	HKD	SHARE	HKG	#N/A
B734XQ	Zhen Ding Technology Holding Limited	Zhen Ding Technology Hldg	TWD	SHARE	TAI	#N/A
BYZQ09	"Zhongan Online P&C Insurance Co., Ltd. Class H"	Zhongan Online P&C Insurance H	HKD	SHARE	HKG	"3,791.0"
B633D9	Zhongsheng Group Holdings Ltd.	Zhongsheng Group Holding	HKD	SHARE	HKG	"39,668.0"
B1L3XL	"Zhuzhou CRRC Times Electric Co., Ltd. Class H"	Zhuzhou CRRC Times Electric H	HKD	SHARE	HKG	"7,733.0"
672529	"Zijin Mining Group Co., Ltd. Class H"	Zijin Mining Group H	HKD	SHARE	HKG	"43,876.0"
BYXJF6	"Zillow Group, Inc. Class C"	Zillow Group C	USD	SHARE	NAS	"8,005.0"
278381	"Zimmer Biomet Holdings, Inc."	Zimmer Biomet Holdings	USD	SHARE	NYS	"19,500.0"
B95WG1	"Zoetis, Inc. Class A"	Zoetis A	USD	SHARE	NYS	"12,100.0"
BL6P21	Zomato Ltd.	Zomato	INR	SHARE	BOM	#N/A
BGSP7M	"Zoom Video Communications, Inc. Class A"	Zoom Video Communications A	USD	SHARE	NAS	"6,787.0"
BMWF09	ZoomInfo Technologies Inc	ZoomInfo Technologies	USD	SHARE	NAS	"2,742.0"
B544N7	Zoomlion Heavy Industry Science & Technology Co. Ltd. Class H	Zoomlion Heavy Industry H	HKD	SHARE	HKG	"26,036.0"
B292RC	"ZOZO, Inc."	ZOZO	JPY	SHARE	TKS	"1,297.0"
BZ00V3	"Zscaler, Inc."	Zscaler	USD	SHARE	NAS	"3,153.0"
B04KP8	ZTE Corporation Class H	ZTE H	HKD	SHARE	HKG	"72,584.0"
598381	Zurich Insurance Group Ltd	Zurich Insurance Group	CHF	SHARE	SWX	#N/A
